country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Senegal,2000,SEN,9704291.0,20451864576.0,0.542,0.056,3.902,0.298,8.282,6.064,-12.086,-66.59,0.625,0.296,0.305,0.402,0.191,0.196,0.0,0.0,4.648,0.479,0.227,7.842,97.342,326.452,0.0,0.0,0.385,803.222,89.115,0.0,2051.405,0.973,0.0,0.0,0.0,0.0,1.83,2.554,2.162,0.223,10.08,1.039,5.51,0.568,3.36,0.346,0.0,0.0,19.907,0.075,0.015,0.02,0.0,0.043,0.009,0.019,0.0,0.0,0.0,0.125,0.024,0.0,0.0,0.0,0.042,0.033,0.0,0.058,0.0,0.0,0.001,0.0,24.78,17.76,0.746,19.13
Serbia,2000,SRB,7935023.0,46079098880.0,1.046,0.132,44.95,9.159,25.592,32.236,9.929,44.51,4.063,0.7,0.0,5.665,0.976,0.0,35.53,4.478,0.0,0.0,0.0,51.032,1798.269,2694.63,1382.0,0.94,106.752,1589.59,257.545,0.0,0.0,0.0,0.0,0.0,3.499,0.441,7.633,7.273,-12.714,-1.602,12.61,1.589,3.77,0.475,4.875,0.614,0.0,0.0,0.0,0.145,0.177,0.105,0.386,0.277,0.172,0.16,0.263,0.009,0.087,0.247,0.07,0.0,0.0,0.074,-0.249,0.047,0.0,0.148,0.001,0.001,0.002,0.0,57.71,60.57,0.0,0.0
Seychelles,2000,SYC,80073.0,1136006784.0,0.0,0.0,0.315,0.011,3.614,0.0,0.0,0.0,0.0,0.0,0.0,3.935,0.277,0.084,0.0,0.0,0.0,0.0,0.0,0.0,4.602,0.0,0.0,0.0,0.0,0.0,4.602,0.0,46969.09,3.311,0.0,0.0,0.0,0.0,4.746,4.746,0.0,0.0,0.07,0.874,0.01,0.125,0.315,3.935,0.0,0.0,3.761,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.0
Sierra Leone,2000,SLE,4584074.0,3156876032.0,0.0,0.0,0.33,0.136,69.811,41.513,32.818,377.455,9.056,13.15,22.127,0.072,0.104,0.176,0.0,0.0,0.0,0.0,0.0,0.0,21.922,2014.918,0.85,0.0,0.0,1992.996,21.072,0.0,409.267,0.594,0.0,0.0,0.0,0.0,0.532,1.3,41.183,8.984,1.77,0.386,0.48,0.105,0.33,0.072,0.0,0.0,1.876,0.0,0.001,0.136,0.0,0.0,0.002,0.12,0.0,0.0,0.0,0.31,0.006,0.0,0.0,0.0,0.805,0.003,0.0,0.053,0.0,0.0,0.001,0.0,5.96,2.44,0.0,0.0
Singapore,2000,SGP,4053602.0,153483296768.0,0.0,0.0,48.394,-0.806,-1.638,48.98,-0.769,-1.547,12.083,0.319,0.111,11.939,0.315,0.109,0.0,0.0,125.911,31.061,0.82,0.0,1166.442,1217.665,5.757,0.0,24.882,51.223,1135.802,0.0,109289.078,2.886,0.0,0.0,2.708,0.668,13.536,13.524,0.586,0.145,1.74,0.429,9.51,2.346,45.686,11.271,0.0,0.0,443.014,0.0,0.19,0.16,0.0,0.0,0.112,0.072,0.001,0.0,0.02,0.008,0.311,0.0,0.0,0.057,0.011,0.443,0.0,0.059,0.0,0.001,0.001,0.0,54.82,54.87,77.517,160.178
Sint Maarten (Dutch part),2000,SXM,30513.0,0.0,0.0,0.0,0.59,0.368,165.338,0.59,0.368,165.338,19.341,0.0,0.0,19.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.57,56.753,0.0,0.0,0.0,0.183,56.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,19.341,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.005,0.003,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.006,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,2000,SVK,5376700.0,74412965888.0,1.19,0.221,41.136,-1.9,-4.414,41.246,-4.831,-10.484,7.671,0.554,0.189,7.651,0.553,0.188,17.768,3.305,46.252,8.602,0.622,62.516,3135.46,3576.495,2345.327,0.284,278.129,492.698,438.579,10.623,40591.293,2.933,0.025,0.005,13.653,2.539,8.554,6.798,0.11,0.02,5.21,0.969,2.57,0.478,7.425,1.381,0.2,1.074,218.247,0.165,0.162,0.135,0.193,0.339,0.3,0.212,0.446,0.003,0.228,0.077,0.12,0.263,0.009,0.289,0.002,0.072,0.497,0.168,0.0,0.001,0.002,0.0,36.55,45.99,5.116,12.437
Slovenia,2000,SVN,1984339.0,42615771136.0,0.491,0.247,15.054,-0.359,-2.327,14.577,-0.139,-0.943,7.346,0.342,0.185,7.586,0.353,0.191,5.819,2.932,19.117,9.634,0.449,19.027,538.788,766.066,251.899,1.427,32.44,316.789,232.053,1.942,39623.406,1.845,0.118,0.059,1.705,0.859,8.945,4.223,-0.476,-0.24,2.16,1.089,0.86,0.433,6.792,3.423,0.065,0.129,78.626,0.068,0.059,0.048,0.063,0.103,0.052,0.045,0.048,0.013,0.027,0.049,0.063,0.048,0.042,0.036,-0.009,0.066,0.06,0.045,0.0,0.0,0.001,0.0,8.38,17.75,4.063,26.991
Solomon Islands,2000,SLB,429986.0,0.0,0.0,0.0,0.224,0.007,3.39,1.872,0.117,6.681,4.354,0.0,1.773,0.52,0.0,0.212,0.0,0.0,0.0,0.0,0.0,0.0,4.444,62.519,0.0,0.0,0.0,74.819,4.444,0.0,2456.513,0.0,0.0,0.0,0.0,0.0,1.256,10.349,1.649,3.835,0.27,0.628,0.02,0.047,0.224,0.52,0.0,0.0,1.056,0.0,0.001,0.006,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.012,0.001,0.0,0.0,0.0,0.032,0.002,0.0,0.003,0.0,0.0,0.0,0.0,4.45,0.54,0.0,0.0
Somalia,2000,SOM,8721465.0,0.0,0.0,0.0,0.48,-0.011,-2.239,14.806,0.685,4.852,1.698,0.0,4.992,0.055,0.0,0.162,0.0,0.0,0.0,0.0,0.0,0.0,20.758,518.146,0.0,0.0,0.0,651.056,20.654,0.0,340.102,0.0,0.0,0.0,0.0,0.0,2.889,4.879,14.326,1.643,17.92,2.055,6.75,0.774,0.48,0.055,0.0,0.0,2.966,0.0,0.002,0.048,0.0,0.0,0.002,0.031,0.0,0.0,0.0,0.101,0.006,0.0,0.0,0.0,0.28,0.005,0.0,0.095,0.001,0.0,0.001,0.0,42.55,25.2,0.0,0.0
South Africa,2000,ZAF,46813272.0,340328906752.0,3.672,0.078,378.055,3.369,0.899,435.727,-5.425,-1.23,9.308,1.28,0.368,8.076,1.111,0.319,337.883,7.218,274.723,5.868,0.807,149.178,12146.982,18764.057,10577.17,0.0,38.241,7002.93,1382.393,0.0,25321.518,3.483,0.0,0.0,3.199,0.068,7.988,8.136,57.671,1.232,65.91,1.408,19.91,0.425,33.302,0.711,0.0,0.0,1185.383,0.509,1.485,1.425,3.671,0.81,1.161,1.114,2.014,0.0,0.031,1.09,0.378,0.0,0.0,0.068,1.127,0.323,0.0,0.975,0.003,0.008,0.011,0.001,380.86,373.95,-103.333,-27.333
South Korea,2000,KOR,46788588.0,1086261690368.0,24.756,0.529,439.981,29.444,7.172,434.558,27.575,6.775,9.288,0.4,0.193,9.404,0.405,0.196,163.883,3.503,482.289,10.308,0.444,430.027,6859.007,6892.24,2620.449,0.117,250.218,84.345,3511.076,47.119,48001.297,2.068,0.0,0.0,40.204,0.859,10.942,10.036,-5.423,-0.116,24.61,0.526,15.03,0.321,206.229,4.408,0.105,4.909,2245.913,3.429,1.729,1.422,1.781,2.335,0.656,0.409,0.499,0.001,0.205,0.013,0.96,1.165,0.0,0.85,-0.106,2.002,2.27,0.446,0.001,0.004,0.005,0.0,469.57,511.98,42.309,9.616
South Sudan,2000,SSD,6114443.0,0.0,0.0,0.0,0.46,0.037,8.73,24.679,-3.297,-11.786,4.036,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.955,924.495,0.109,0.0,0.0,1332.67,13.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.851,10.681,24.219,3.961,41.59,6.802,24.13,3.946,0.46,0.075,0.0,0.0,0.0,0.0,0.002,0.081,0.0,0.0,0.001,0.055,0.0,0.0,0.0,0.207,0.004,0.0,0.0,0.0,0.473,0.004,0.0,0.163,0.001,0.0,0.002,0.0,65.31,54.12,0.0,0.0
Spain,2000,ESP,40741652.0,1108745388032.0,14.728,0.361,311.675,11.952,3.988,281.776,4.808,1.736,6.916,0.254,0.184,7.65,0.281,0.204,88.321,2.168,332.272,8.156,0.3,456.366,8890.202,11426.192,3637.703,21.429,322.4,2538.236,4415.39,36.915,37495.703,1.378,2.133,0.052,37.172,0.912,9.066,8.024,-29.898,-0.734,39.22,0.963,23.84,0.585,165.052,4.051,0.105,4.268,1527.637,2.04,1.224,0.922,0.96,2.478,0.85,0.679,0.693,0.2,0.264,0.395,1.208,0.913,0.765,0.786,-0.584,1.602,1.974,0.581,0.002,0.004,0.007,0.001,326.92,369.37,20.597,6.609
Sri Lanka,2000,LKA,18776374.0,109929504768.0,0.406,0.022,10.134,1.617,18.992,21.163,1.434,7.27,1.127,0.193,0.395,0.54,0.092,0.189,0.004,0.0,18.52,0.986,0.168,9.046,188.172,1370.178,10.783,0.0,0.0,2387.389,168.342,0.0,2851.808,0.487,0.0,0.0,0.0,0.0,1.108,1.355,11.029,0.587,7.31,0.389,2.46,0.131,9.724,0.518,0.0,0.0,53.547,0.056,0.04,0.069,0.0,0.049,0.018,0.081,0.002,0.0,0.0,0.372,0.046,0.0,0.0,0.0,0.216,0.094,0.0,0.111,0.0,0.001,0.001,0.0,25.45,20.81,8.386,82.751
Sudan,2000,SDN,26298778.0,0.0,0.06,0.002,5.055,0.41,8.83,15.241,6.199,68.561,0.58,0.0,0.49,0.192,0.0,0.163,0.0,0.0,0.0,0.0,0.0,3.497,153.391,1296.596,1.286,0.0,0.0,1546.135,148.608,0.0,1182.543,0.0,0.0,0.0,0.0,0.0,2.962,4.082,10.186,0.387,45.73,1.739,26.36,1.002,4.995,0.19,0.0,0.0,31.099,0.008,0.02,0.05,0.0,0.019,0.015,0.077,0.0,0.0,0.0,0.241,0.041,0.0,0.0,0.0,0.199,0.048,0.0,0.229,0.001,0.001,0.003,0.0,107.36,77.89,0.0,0.0
Suriname,2000,SUR,479011.0,0.0,0.027,0.056,2.192,0.07,3.278,4.757,0.619,14.964,9.931,0.0,0.569,4.577,0.0,0.262,0.0,0.0,0.0,0.0,0.0,0.782,71.699,200.452,1.378,0.0,0.0,183.676,69.539,0.0,17458.83,0.0,0.0,0.0,0.0,0.0,5.678,12.902,2.565,5.354,1.02,2.129,0.21,0.438,2.165,4.521,0.0,0.0,8.363,0.004,0.009,0.016,0.0,0.004,0.007,0.012,0.0,0.0,0.0,0.029,0.019,0.0,0.0,0.0,0.05,0.021,0.0,0.011,0.0,0.0,0.0,0.0,6.18,2.72,0.0,0.0
Svalbard and Jan Mayen,2000,SJM,2420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2000,SWE,8871042.0,303455109120.0,1.288,0.145,54.891,-1.141,-2.037,54.158,-1.324,-2.387,6.105,0.178,0.085,6.188,0.181,0.086,10.119,1.141,85.724,9.663,0.282,82.915,4016.533,7099.984,1313.914,3.702,25.536,3084.428,2584.043,6.423,72085.086,2.107,0.374,0.042,2.116,0.239,7.661,7.89,-0.733,-0.083,7.67,0.865,5.84,0.658,40.354,4.549,0.072,0.639,639.47,0.178,0.216,0.177,0.11,0.45,0.384,0.422,0.25,0.035,0.021,0.48,0.707,0.159,0.134,0.045,-0.014,0.392,0.296,0.28,0.001,0.002,0.003,0.0,69.99,67.96,30.833,56.171
Switzerland,2000,CHE,7182052.0,316330344448.0,1.725,0.24,43.622,-0.823,-1.852,43.952,-0.274,-0.619,6.12,0.139,0.121,6.074,0.138,0.12,0.645,0.09,88.926,12.382,0.281,100.554,2188.914,2426.671,579.876,0.431,91.628,265.603,1413.785,2.64,50728.715,1.152,0.039,0.005,5.759,0.802,7.342,7.137,0.33,0.046,5.68,0.791,2.55,0.355,35.224,4.904,0.032,0.231,364.336,0.239,0.171,0.144,0.007,0.546,0.209,0.144,0.11,0.004,0.075,0.041,0.387,0.065,0.014,0.122,0.006,0.342,0.107,0.123,0.0,0.001,0.001,0.0,51.26,52.73,45.304,103.855
Syria,2000,SYR,16307659.0,125737189376.0,1.79,0.11,50.481,-1.291,-2.494,51.141,3.765,7.948,3.136,0.407,0.235,3.096,0.401,0.232,0.011,0.001,0.0,0.0,0.0,44.943,968.501,1400.267,0.473,63.624,78.515,498.854,780.946,0.0,13354.251,1.732,2.528,0.155,11.314,0.694,5.721,5.68,0.66,0.04,44.45,2.726,4.22,0.259,34.838,2.136,0.0,0.0,217.777,0.248,0.198,0.167,0.0,0.244,0.093,0.083,0.0,0.594,0.064,0.078,0.214,0.0,0.906,0.239,0.013,0.338,0.0,0.149,0.001,0.001,0.002,0.0,92.63,93.3,0.0,0.0
Taiwan,2000,TWN,22194740.0,590045511680.0,8.824,0.398,226.983,19.184,9.232,230.61,19.331,9.149,10.39,0.391,0.226,10.227,0.385,0.223,110.498,4.979,277.969,12.524,0.471,241.236,3690.604,4379.949,1433.468,0.0,156.89,711.439,1839.149,19.861,45925.504,1.728,0.0,0.0,13.126,0.591,0.0,0.0,3.627,0.163,0.0,0.0,0.0,0.0,92.873,4.184,0.075,1.662,1019.305,1.222,0.892,0.754,1.201,1.31,0.353,0.26,0.273,0.0,0.129,0.111,0.503,0.491,0.0,0.277,0.071,0.901,0.768,0.221,0.001,0.002,0.003,0.0,0.0,0.0,50.986,22.463
Tajikistan,2000,TJK,6273001.0,10735309824.0,0.024,0.004,2.234,-0.283,-11.256,1.245,-0.247,-16.543,0.198,0.116,0.021,0.356,0.208,0.038,0.044,0.007,5.405,0.862,0.503,7.929,391.487,512.143,96.292,2.092,72.374,123.953,212.801,0.0,9375.051,5.478,0.0,0.0,1.436,0.229,1.055,1.06,-0.989,-0.158,2.8,0.446,0.92,0.147,0.729,0.116,0.0,0.0,58.81,0.003,0.009,0.004,0.0,0.043,0.037,0.03,0.018,0.02,0.059,0.019,0.058,0.0,0.0,0.03,-0.019,0.007,0.0,0.045,0.0,0.0,0.001,0.0,6.65,6.62,3.171,141.963
Tanzania,2000,TZA,34463704.0,38757965824.0,0.337,0.01,2.572,0.113,4.599,58.741,-3.954,-6.307,1.704,1.516,3.359,0.075,0.066,0.147,0.209,0.006,4.938,0.143,0.127,5.802,89.521,4845.576,2.381,0.0,0.0,7311.805,81.338,0.0,507.4,0.451,0.0,0.0,0.0,0.0,1.338,2.868,56.169,1.63,26.32,0.764,17.38,0.504,2.026,0.059,0.0,0.0,17.487,0.047,0.01,0.192,0.002,0.032,0.009,0.288,0.0,0.0,0.0,1.138,0.022,0.0,0.0,0.0,1.098,0.02,0.0,0.368,0.001,0.003,0.004,0.0,98.85,46.1,2.367,92.022
Thailand,2000,THA,63066604.0,595846889472.0,15.299,0.243,173.251,2.97,1.744,177.904,12.057,7.27,2.821,0.299,0.24,2.747,0.291,0.234,30.084,0.477,154.194,2.445,0.259,203.872,2425.295,16576.141,311.2,0.0,287.6,19126.006,1622.623,0.0,11764.549,1.245,0.0,0.0,35.445,0.562,3.979,4.186,4.653,0.074,66.41,1.053,16.44,0.261,92.422,1.465,0.0,0.0,741.95,2.119,0.681,0.582,0.327,1.107,0.232,0.984,0.059,0.0,0.236,2.977,0.444,0.0,0.0,0.749,0.091,0.897,0.0,0.897,0.004,0.006,0.01,0.0,264.0,250.96,-19.056,-10.999
Togo,2000,TGO,5008043.0,5742626816.0,0.32,0.064,1.331,-0.519,-28.051,4.263,-9.423,-68.853,0.851,0.742,0.927,0.266,0.232,0.289,0.0,0.0,0.966,0.193,0.168,7.03,27.427,398.077,0.0,0.0,0.0,869.98,20.397,0.0,918.548,0.801,0.0,0.0,0.0,0.0,0.877,1.422,2.931,0.585,1.86,0.371,1.19,0.238,1.011,0.202,0.0,0.0,4.6,0.044,0.005,0.014,0.0,0.038,0.003,0.024,0.0,0.0,0.0,0.135,0.006,0.0,0.0,0.0,0.057,0.01,0.0,0.026,0.0,0.0,0.0,0.0,7.12,4.39,-0.366,-27.48
Tonga,2000,TON,102620.0,0.0,0.0,0.0,0.095,-0.015,-13.333,0.059,0.022,60.0,0.571,0.0,0.134,0.928,0.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,1.971,4.096,0.0,0.0,0.0,2.565,1.971,0.0,4269.807,0.0,0.0,0.0,0.0,0.0,2.241,2.241,-0.037,-0.357,0.09,0.877,0.05,0.487,0.095,0.928,0.0,0.0,0.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,-0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0
Trinidad and Tobago,2000,TTO,1332203.0,24005326848.0,0.317,0.238,24.191,1.727,7.687,23.239,1.397,6.396,17.444,0.968,0.196,18.159,1.008,0.204,0.0,0.0,10.148,7.617,0.423,6.61,763.406,763.333,0.231,106.686,309.28,84.492,340.598,0.0,89203.078,4.95,0.0,0.0,19.602,14.714,11.402,11.47,-0.953,-0.715,4.19,3.145,0.31,0.233,4.272,3.207,0.0,0.0,118.837,0.044,0.095,0.076,0.0,0.036,0.073,0.045,0.0,0.997,0.253,0.013,0.093,0.0,0.0,0.414,-0.019,0.041,0.0,0.054,0.0,0.0,0.001,0.0,15.28,15.19,-14.044,-58.052
Tunisia,2000,TUN,9893326.0,71818829824.0,2.583,0.261,19.672,1.553,8.571,18.756,0.124,0.666,1.896,0.261,0.211,1.988,0.274,0.221,0.278,0.028,14.205,1.436,0.198,43.402,391.643,818.353,13.968,3.214,60.683,520.325,270.378,0.0,9003.821,1.24,0.26,0.026,5.335,0.539,3.036,2.944,-0.916,-0.093,6.18,0.625,2.97,0.3,11.216,1.134,0.0,0.0,89.078,0.358,0.077,0.061,0.003,0.236,0.037,0.049,0.003,0.03,0.05,0.081,0.074,0.0,0.093,0.113,-0.018,0.109,0.0,0.068,0.0,0.0,0.001,0.0,29.13,30.04,-5.467,-27.79
Turkey,2000,TUR,64113548.0,807550844928.0,15.184,0.237,229.858,22.0,10.584,239.458,33.359,16.186,3.735,0.297,0.277,3.585,0.285,0.266,98.54,1.537,252.159,3.933,0.312,304.601,4308.734,10668.229,1919.932,2.351,190.103,6583.182,1857.117,34.629,13486.676,1.071,0.168,0.003,30.118,0.47,4.415,4.151,9.6,0.15,38.78,0.605,26.52,0.414,82.614,1.289,0.05,3.234,864.679,2.103,0.903,0.783,1.071,1.654,0.412,0.633,0.366,0.022,0.156,1.025,0.508,0.856,0.06,0.637,0.188,0.802,1.495,0.486,0.002,0.003,0.006,0.001,266.14,283.08,22.301,9.702
Turkmenistan,2000,TKM,4569135.0,18299170816.0,0.181,0.04,37.466,-0.139,-0.371,46.883,1.106,2.417,10.261,2.562,0.391,8.2,2.047,0.313,0.0,0.0,0.0,0.0,0.0,21.593,1256.813,1435.835,80.133,6.057,535.004,182.54,614.026,0.0,26223.863,6.548,0.0,0.0,24.948,5.46,19.426,19.426,9.416,2.061,47.92,10.488,2.18,0.477,12.337,2.7,0.0,0.0,119.82,0.025,0.147,0.153,0.0,0.117,0.12,0.085,0.015,0.057,0.438,0.028,0.168,0.0,0.0,0.527,0.184,0.12,0.0,0.201,0.001,0.001,0.002,0.0,88.76,88.76,0.0,0.0
